0,0
0.0000002,3.42486E-05
0.0000004,6.8495E-05
0.0000006,0.000102739
0.0000008,0.000136982
0.000001,0.000171222
0.0000012,0.00020546
0.0000014,0.000239696
0.0000016,0.000273929
0.0000018,0.000308161
0.000002,0.000342391
0.0000022,0.000376619
0.0000024,0.000410845
0.0000026,0.000445068
0.0000028,0.00047929
0.000003,0.00051351
0.0000032,0.000547728
0.0000034,0.000581944
0.0000036,0.000616158
0.0000038,0.00065037
0.000004,0.000684581
0.0000042,0.000718789
0.0000044,0.000752996
0.0000046,0.0007872
0.0000048,0.000821403
0.000005,0.000855604
0.0000052,0.000889803
0.0000054,0.000924001
0.0000056,0.000958197
0.0000058,0.000992391
0.000006,0.001026583
0.0000062,0.001060773
0.0000064,0.001094962
0.0000066,0.001129149
0.0000068,0.001163334
0.000007,0.001197518
0.0000072,0.0012317
0.0000074,0.00126588
0.0000076,0.001300059
0.0000078,0.001334236
0.000008,0.001368411
0.0000082,0.001402585
0.0000084,0.001436757
0.0000086,0.001470928
0.0000088,0.001505097
0.000009,0.001539264
0.0000092,0.001573336
0.0000094,0.001605957
0.0000096,0.00163492
0.0000098,0.001659756
0.00001,0.001680577
0.0000102,0.001698488
0.0000104,0.001714103
0.0000106,0.001727973
0.0000108,0.001739939
0.000011,0.001750881
0.0000112,0.001761127
0.0000114,0.001770069
0.0000116,0.001778668
0.0000118,0.001786435
0.000012,0.0017939
0.0000122,0.001800671
0.0000124,0.001807381
0.0000126,0.001813305
0.0000128,0.001819228
0.000013,0.001824735
0.0000132,0.001829937
0.0000134,0.001835139
0.0000136,0.001839844
0.0000138,0.001844429
0.000014,0.001849014
0.0000142,0.001853209
0.0000144,0.001857265
0.0000146,0.00186132
0.0000148,0.001865218
0.000015,0.001868817
0.0000152,0.001872416
0.0000154,0.001876015
0.0000156,0.001879369
0.0000158,0.001882573
0.000016,0.001885777
0.0000162,0.001888981
0.0000164,0.001892001
0.0000166,0.001894862
0.0000168,0.001897723
0.000017,0.001900585
0.0000172,0.001903422
0.0000174,0.001905984
0.0000176,0.001908546
0.0000178,0.001911108
0.000018,0.00191367
0.0000182,0.001916173
0.0000184,0.001918473
0.0000186,0.001920774
0.0000188,0.001923074
0.000019,0.001925375
0.0000192,0.001927675
0.0000194,0.001929755
0.0000196,0.001931825
0.0000198,0.001933896
0.00002,0.001935966
0.0000202,0.001938037
0.0000204,0.001940055
0.0000206,0.001941922
0.0000208,0.00194379
